state,rank,town,water_body,waterfront_type,tier
Arizona,17,Roosevelt,Theodore Roosevelt Lake,reservoir,3
Arizona,18,Tortilla Flat,Canyon Lake,reservoir,3
Arizona,19,Apache Junction,Canyon Lake,reservoir,3
Arizona,20,San Carlos,San Carlos Lake,reservoir,3
Arizona,21,Willow Beach,Colorado River,river,3
Arizona,22,Martinez Lake,Colorado River,river,3
Arizona,23,Ehrenberg,Colorado River,river,3
Arizona,24,Topock,Colorado River,river,3
Arizona,25,St. Johns,Lyman Lake,reservoir,3
Utah,1,Garden City,Bear Lake,lake,1
Utah,2,Moab,Colorado River,river,1
Utah,3,Springdale,Virgin River,river,2
Utah,4,Midway,Deer Creek Reservoir,reservoir,2
Utah,5,Heber City,Jordanelle Reservoir,reservoir,2
Utah,6,Huntsville,Pineview Reservoir,reservoir,2
Utah,7,Eden,Pineview Reservoir,reservoir,2
Utah,8,Dutch John,Flaming Gorge Reservoir,reservoir,2
Utah,9,Manila,Flaming Gorge Reservoir,reservoir,2
Utah,10,Bullfrog,Lake Powell,reservoir,2
Utah,11,Bluff,San Juan River,river,2
Utah,12,St. George,Virgin River,river,2
Utah,13,Torrey,Fremont River,river,3
Utah,14,Provo,Utah Lake,lake,3
Utah,15,Saratoga Springs,Utah Lake,lake,3
Utah,16,Vineyard,Utah Lake,lake,3
Utah,17,Logan,Logan River,river,3
Utah,18,Green River,Green River,river,3
Utah,19,Mexican Hat,San Juan River,river,3
Utah,20,Ticaboo,Lake Powell,reservoir,3
Utah,21,Duchesne,Starvation Reservoir,reservoir,3
Utah,22,Vernal,Steinaker Reservoir,reservoir,3
Utah,23,Laketown,Bear Lake,lake,3
Utah,24,Magna,Great Salt Lake,lake,3
Utah,25,Syracuse,Great Salt Lake,lake,3
Nevada,1,Incline Village,Lake Tahoe,lake,1
Nevada,2,Zephyr Cove,Lake Tahoe,lake,2
Nevada,3,Stateline,Lake Tahoe,lake,2
Nevada,4,Crystal Bay,Lake Tahoe,lake,2
Nevada,5,Glenbrook,Lake Tahoe,lake,2
Nevada,6,Boulder City,Lake Mead,reservoir,2
Nevada,7,Laughlin,Colorado River,river,2
Nevada,8,Henderson,Lake Las Vegas,reservoir,2
Nevada,9,Reno,Truckee River,river,2
Nevada,10,Overton,Lake Mead,reservoir,3
Nevada,11,Sparks,Sparks Marina,lake,3
Nevada,12,Carson City,Carson River,river,3
Nevada,13,Fallon,Carson River,river,3
Nevada,14,Silver Springs,Lahontan Reservoir,reservoir,3
Nevada,15,Hawthorne,Walker Lake,lake,3
Nevada,16,Sutcliffe,Pyramid Lake,lake,3
Nevada,17,Nixon,Pyramid Lake,lake,3
Nevada,18,Topaz Lake,Topaz Lake,reservoir,3
Nevada,19,Gardnerville,Carson River,river,3
Nevada,20,Yerington,Walker River,river,3
Nevada,21,Ely,Cave Lake,reservoir,3
Nevada,22,Elko,Humboldt River,river,3
Nevada,23,Winnemucca,Humboldt River,river,3
Nevada,24,Lovelock,Rye Patch Reservoir,reservoir,3
Nevada,25,Mesquite,Virgin River,river,3
Idaho,1,Coeur d'Alene,Lake Coeur d'Alene,lake,1
Idaho,2,Sandpoint,Lake Pend Oreille,lake,1
Idaho,3,McCall,Payette Lake,lake,1
Idaho,4,Stanley,Salmon River,river,1
Idaho,5,Ketchum,Big Wood River,river,2
Idaho,6,Riggins,Salmon River,river,2
Idaho,7,Salmon,Salmon River,river,2
Idaho,8,Lewiston,Snake River,river,2
Idaho,9,Harrison,Lake Coeur d'Alene,lake,2
Idaho,10,Coolin,Priest Lake,lake,2
Idaho,11,Hope,Lake Pend Oreille,lake,2
Idaho,12,Bayview,Lake Pend Oreille,lake,2
Idaho,13,Priest River,Pend Oreille River,river,2
Idaho,14,Post Falls,Spokane River,river,2
Idaho,15,Boise,Boise River,river,2
Idaho,16,Cascade,Lake Cascade,reservoir,2
Idaho,17,Donnelly,Lake Cascade,reservoir,2
Idaho,18,Garden Valley,South Fork Payette River,river,2
Idaho,19,Idaho Falls,Snake River,river,2
Idaho,20,Island Park,Henrys Fork,river,2
Idaho,21,Ashton,Henrys Fork,river,3
Idaho,22,Twin Falls,Snake River,river,2
Idaho,23,Hagerman,Snake River,river,2
Idaho,24,Burley,Snake River,river,3
Idaho,25,American Falls,American Falls Reservoir,reservoir,3
Washington,1,Friday Harbor,Puget Sound,sound,1
Washington,2,Port Townsend,Puget Sound,sound,1
Washington,3,Gig Harbor,Puget Sound,sound,1
Washington,4,Poulsbo,Liberty Bay,bay,1
Washington,5,Coupeville,Penn Cove,bay,1
Washington,6,Langley,Saratoga Passage,sound,1
Washington,7,Eastsound,East Sound,sound,1
Washington,8,La Conner,Swinomish Channel,river,1
Washington,9,Chelan,Lake Chelan,lake,1
Washington,10,Seattle,Puget Sound,sound,1
Washington,11,Bainbridge Island,Puget Sound,sound,1
Washington,12,Anacortes,Puget Sound,sound,2
Washington,13,Bellingham,Bellingham Bay,bay,2
Washington,14,Edmonds,Puget Sound,sound,2
Washington,15,Kirkland,Lake Washington,lake,2
Washington,16,Port Angeles,Strait of Juan de Fuca,sound,2
Washington,17,Sequim,Sequim Bay,bay,2
Washington,18,Westport,Pacific Ocean,ocean,2
Washington,19,Ocean Shores,Pacific Ocean,ocean,2
Washington,20,Long Beach,Pacific Ocean,ocean,2
Washington,21,Ilwaco,Columbia River,river,2
Washington,22,Manson,Lake Chelan,lake,2
Washington,23,Leavenworth,Wenatchee River,river,2
Washington,24,Winthrop,Methow River,river,2
Washington,25,Stevenson,Columbia River,river,2
Oregon,1,Cannon Beach,Pacific Ocean,ocean,1
Oregon,2,Newport,Pacific Ocean,ocean,1
Oregon,3,Astoria,Columbia River,river,1
Oregon,4,Bend,Deschutes River,river,1
Oregon,5,Hood River,Columbia River,river,1
Oregon,6,Joseph,Wallowa Lake,lake,1
Oregon,7,Manzanita,Pacific Ocean,ocean,1
Oregon,8,Seaside,Pacific Ocean,ocean,1
Oregon,9,Pacific City,Pacific Ocean,ocean,1
Oregon,10,Yachats,Pacific Ocean,ocean,1
Oregon,11,Bandon,Pacific Ocean,ocean,1
Oregon,12,Lincoln City,Pacific Ocean,ocean,2
Oregon,13,Depoe Bay,Pacific Ocean,ocean,2
Oregon,14,Florence,Siuslaw River,river,2
Oregon,15,Port Orford,Pacific Ocean,ocean,2
Oregon,16,Gold Beach,Rogue River,river,2
Oregon,17,Brookings,Pacific Ocean,ocean,2
Oregon,18,Sunriver,Deschutes River,river,2
Oregon,19,Cascade Locks,Columbia River,river,2
Oregon,20,Rockaway Beach,Pacific Ocean,ocean,2
Oregon,21,Garibaldi,Tillamook Bay,bay,3
Oregon,22,Wheeler,Nehalem Bay,bay,3
Oregon,23,Nehalem,Nehalem River,river,3
Oregon,24,Waldport,Alsea Bay,bay,3
Oregon,25,Detroit,Detroit Lake,reservoir,3
California,1,Carmel-by-the-Sea,Pacific Ocean,ocean,1
California,2,Monterey,Monterey Bay,bay,1
California,3,Santa Barbara,Pacific Ocean,ocean,1
California,4,Sausalito,San Francisco Bay,bay,1
California,5,Tahoe City,Lake Tahoe,lake,1
California,6,South Lake Tahoe,Lake Tahoe,lake,1
California,7,Laguna Beach,Pacific Ocean,ocean,1
California,8,Coronado,Pacific Ocean,ocean,1
California,9,Mendocino,Pacific Ocean,ocean,1
California,10,Avalon,Pacific Ocean,ocean,1
California,11,Morro Bay,Morro Bay,bay,1
California,12,Capitola,Monterey Bay,bay,1
California,13,Half Moon Bay,Pacific Ocean,ocean,1
California,14,Cambria,Pacific Ocean,ocean,1
California,15,Pismo Beach,Pacific Ocean,ocean,1
California,16,Encinitas,Pacific Ocean,ocean,1
California,17,Del Mar,Pacific Ocean,ocean,1
California,18,Bodega Bay,Bodega Bay,bay,1
California,19,Avila Beach,Pacific Ocean,ocean,2
California,20,Big Bear Lake,Big Bear Lake,reservoir,1
California,21,Mammoth Lakes,Twin Lakes,lake,1
California,22,Truckee,Donner Lake,lake,2
California,23,June Lake,June Lake,lake,2
California,24,Guerneville,Russian River,river,2
California,25,Pacific Grove,Monterey Bay,bay,2
Alaska,1,Homer,Kachemak Bay,bay,1
Alaska,2,Seward,Resurrection Bay,bay,1
Alaska,3,Sitka,Sitka Sound,sound,1
Alaska,4,Juneau,Gastineau Channel,sound,1
Alaska,5,Ketchikan,Tongass Narrows,sound,1
Alaska,6,Skagway,Taiya Inlet,sound,1
Alaska,7,Haines,Chilkat Inlet,sound,2
Alaska,8,Girdwood,Turnagain Arm,bay,2
Alaska,9,Whittier,Prince William Sound,sound,2
Alaska,10,Valdez,Prince William Sound,sound,2
Alaska,11,Cordova,Prince William Sound,sound,2
Alaska,12,Kodiak,Gulf of Alaska,ocean,2
Alaska,13,Petersburg,Wrangell Narrows,sound,2
Alaska,14,Wrangell,Zimovia Strait,sound,2
Alaska,15,Gustavus,Icy Passage,sound,2
Alaska,16,Hoonah,Icy Strait,sound,2
Alaska,17,Seldovia,Kachemak Bay,bay,2
Alaska,18,Talkeetna,Susitna River,river,2
Alaska,19,Kenai,Kenai River,river,2
Alaska,20,Soldotna,Kenai River,river,2
Alaska,21,Cooper Landing,Kenai River,river,2
Alaska,22,Hope,Turnagain Arm,bay,3
Alaska,23,Craig,Bucareli Bay,bay,3
Alaska,24,Nome,Bering Sea,ocean,3
Alaska,25,Unalaska,Bering Sea,ocean,3
Hawaii,1,Kailua-Kona,Pacific Ocean,ocean,1
Hawaii,2,Hilo,Hilo Bay,bay,1
Hawaii,3,Honolulu,Pacific Ocean,ocean,1
Hawaii,4,Kailua,Kailua Bay,bay,1
Hawaii,5,Haleiwa,Pacific Ocean,ocean,1
Hawaii,6,Paia,Pacific Ocean,ocean,1
Hawaii,7,Hana,Hana Bay,bay,1
Hawaii,8,Kihei,Pacific Ocean,ocean,1
Hawaii,9,Kapaa,Pacific Ocean,ocean,1
Hawaii,10,Hanalei,Hanalei Bay,bay,1
Hawaii,11,Princeville,Pacific Ocean,ocean,2
Hawaii,12,Koloa,Pacific Ocean,ocean,2
Hawaii,13,Lihue,Nawiliwili Bay,bay,2
Hawaii,14,Waimea,Pacific Ocean,ocean,2
Hawaii,15,Wailea,Pacific Ocean,ocean,2
Hawaii,16,Kaunakakai,Pacific Ocean,ocean,2
Hawaii,17,Captain Cook,Kealakekua Bay,bay,2
Hawaii,18,Kaneohe,Kaneohe Bay,bay,2
Hawaii,19,Waimanalo,Waimanalo Bay,bay,2
Hawaii,20,Honokaa,Pacific Ocean,ocean,3
Hawaii,21,Laupahoehoe,Pacific Ocean,ocean,3
Hawaii,22,Kawaihae,Pacific Ocean,ocean,3
Hawaii,23,Puako,Pacific Ocean,ocean,3
Hawaii,24,Kekaha,Pacific Ocean,ocean,3
Hawaii,25,Waianae,Pacific Ocean,ocean,3
